provider,region,network_latency_ms,response_time_ms,availability_percent,resource_utilization_percent
AWS,eu-west-1,36,65,99.963,62
AWS,ap-southeast-1,77,110,99.976,45
AWS,us-west-2,65,90,99.977,48
Azure,Central India,67,113,99.976,63
Azure,East US,30,40,99.986,83
Azure,Southeast Asia,42,72,99.945,48
GCP,asia-east1,67,84,99.986,86
GCP,asia-east1,50,63,99.919,74
Azure,Central India,53,89,99.991,52
GCP,us-central1,60,82,99.97,71
AWS,us-east-1,63,106,99.909,78
AWS,ap-south-1,13,50,99.915,82
GCP,us-central1,63,101,99.912,45
AWS,us-east-1,51,66,99.949,88
Azure,Central India,23,34,99.926,64
AWS,eu-west-1,24,60,99.947,50
Azure,Central India,22,50,99.97,53
GCP,us-east1,27,46,99.956,53
Azure,West Europe,23,33,99.984,70
Azure,East US,30,61,99.914,60
GCP,europe-west1,23,43,99.922,43
AWS,us-east-1,29,57,99.924,88
Azure,West Europe,73,115,99.952,45
Azure,Southeast Asia,74,93,99.997,42
GCP,europe-west1,34,63,99.927,90
AWS,ap-southeast-1,26,62,99.965,94
AWS,eu-west-1,24,41,99.932,45
AWS,us-west-2,37,73,99.996,95
GCP,us-east1,16,29,99.934,53
Azure,Central India,21,41,99.958,61
AWS,us-east-1,77,127,99.941,63
AWS,us-east-1,11,54,99.969,47
AWS,eu-west-1,19,65,99.956,51
Azure,Central India,33,61,99.946,70
AWS,ap-south-1,37,80,99.927,91
Azure,Southeast Asia,35,77,99.917,46
Azure,Australia East,30,40,99.92,94
Azure,Australia East,33,59,99.956,67
GCP,asia-south1,64,83,99.998,66
Azure,East US,30,67,99.974,79
AWS,ap-southeast-1,62,84,99.935,59
AWS,us-east-1,69,103,99.914,43
AWS,us-west-2,80,112,99.949,60
GCP,asia-south1,62,76,99.937,66
Azure,East US,79,124,99.958,68
Azure,Central India,17,28,99.969,87
Azure,Australia East,49,91,99.936,66
AWS,ap-southeast-1,41,61,99.924,75
GCP,us-central1,77,103,99.949,71
GCP,us-central1,65,90,99.91,44
AWS,us-west-2,70,109,99.991,46
GCP,us-east1,15,65,99.92,49
AWS,eu-west-1,37,79,99.946,49
Azure,East US,39,72,99.925,83
AWS,ap-south-1,77,116,99.911,43
Azure,Australia East,57,73,99.942,65
AWS,ap-southeast-1,28,57,99.987,94
Azure,Australia East,13,43,99.977,43
AWS,ap-southeast-1,10,46,99.994,52
AWS,ap-south-1,72,94,99.961,65
AWS,eu-west-1,26,40,99.996,82
Azure,East US,34,83,99.931,76
GCP,asia-south1,37,80,99.961,69
Azure,East US,58,104,99.901,41
AWS,ap-southeast-1,47,61,99.935,54
AWS,us-east-1,70,106,99.979,68
Azure,Australia East,62,96,99.972,48
GCP,us-east1,47,82,99.938,52
AWS,ap-south-1,30,53,99.912,43
GCP,us-east1,58,79,99.981,86
Azure,Australia East,68,112,99.964,58
AWS,ap-south-1,50,68,99.981,73
AWS,us-east-1,28,64,99.926,63
AWS,eu-west-1,38,68,99.916,93
GCP,asia-east1,11,59,99.97,42
GCP,europe-west1,32,65,99.909,95
GCP,asia-south1,53,86,99.966,88
GCP,asia-south1,37,59,99.97,75
Azure,Australia East,55,99,99.993,84
Azure,Australia East,39,89,99.947,50
GCP,asia-east1,62,105,99.924,63
GCP,us-central1,61,86,99.949,56
GCP,us-east1,69,107,99.948,49
GCP,us-east1,33,49,99.917,74
GCP,asia-east1,41,87,99.917,62
Azure,West Europe,25,37,99.927,79
GCP,asia-east1,50,82,99.992,81
GCP,asia-east1,55,84,99.989,76
AWS,eu-west-1,40,51,99.91,82
AWS,us-east-1,16,57,99.938,95
Azure,East US,15,43,99.903,42
Azure,West Europe,60,101,99.908,56
Azure,East US,68,106,99.916,40
GCP,us-central1,66,79,99.988,95
AWS,us-west-2,68,104,99.931,53
AWS,us-east-1,56,101,99.994,74
GCP,asia-south1,61,85,99.932,44
GCP,us-east1,42,92,99.941,88
GCP,europe-west1,77,88,99.961,90
Azure,West Europe,41,82,99.953,68
AWS,eu-west-1,33,56,99.936,56
Azure,East US,72,118,99.967,74
Azure,Australia East,57,71,99.942,65
AWS,us-west-2,41,72,99.936,91
Azure,Australia East,49,59,99.932,63
AWS,us-west-2,18,31,99.941,90
Azure,Central India,68,114,99.929,63
AWS,eu-west-1,53,86,99.928,60
Azure,Southeast Asia,57,93,99.902,50
AWS,eu-west-1,35,72,99.904,73
AWS,ap-south-1,49,67,99.941,89
GCP,us-east1,48,63,99.979,49
AWS,eu-west-1,16,64,99.965,50
GCP,asia-east1,47,75,99.917,40
AWS,us-east-1,68,97,99.959,54
Azure,East US,48,68,99.975,50
Azure,Central India,72,120,99.993,62
GCP,us-central1,20,52,99.943,78
AWS,ap-southeast-1,43,72,99.974,40
GCP,asia-east1,66,116,99.955,63
GCP,asia-east1,75,89,99.911,72
Azure,East US,69,110,99.984,43
Azure,East US,35,73,99.934,76
Azure,Central India,53,86,99.982,87
AWS,us-west-2,13,58,99.966,89
AWS,us-west-2,64,114,99.976,65
GCP,asia-south1,55,95,99.991,55
AWS,eu-west-1,33,43,99.968,90
AWS,eu-west-1,42,56,99.961,57
AWS,eu-west-1,22,48,99.907,76
Azure,Central India,72,117,99.959,42
Azure,Southeast Asia,64,101,99.959,67
GCP,us-central1,26,57,99.919,40
GCP,us-east1,67,87,99.926,83
AWS,ap-south-1,69,102,99.974,94
Azure,Central India,43,76,99.926,51
GCP,us-east1,64,74,99.91,47
GCP,europe-west1,55,91,99.928,80
AWS,us-east-1,71,103,99.946,84
Azure,West Europe,67,89,99.914,55
AWS,ap-south-1,30,47,99.919,66
Azure,Australia East,54,85,99.925,75
GCP,us-east1,39,61,99.964,63
GCP,asia-east1,67,79,99.936,60
Azure,West Europe,57,92,99.988,57
AWS,us-east-1,13,40,99.928,77
AWS,us-west-2,59,92,99.936,91
Azure,Australia East,28,40,99.996,84
Azure,Australia East,50,68,99.989,55
GCP,us-central1,34,51,99.927,90
GCP,europe-west1,22,37,99.947,49
Azure,Southeast Asia,77,109,99.94,85
Azure,Southeast Asia,79,101,99.937,71
AWS,us-east-1,20,40,99.933,52
Azure,East US,76,102,99.908,47
Azure,Southeast Asia,24,48,99.912,84
Azure,East US,61,109,99.932,57
AWS,ap-southeast-1,28,70,99.9,91
AWS,us-west-2,21,56,99.901,40
GCP,europe-west1,66,81,99.942,72
AWS,us-west-2,52,81,99.994,83
AWS,us-west-2,48,62,99.943,42
GCP,us-east1,54,90,99.93,61
AWS,ap-southeast-1,56,78,99.928,77
GCP,asia-east1,68,109,99.923,58
AWS,us-west-2,35,63,99.91,44
AWS,ap-south-1,34,74,99.963,42
Azure,Southeast Asia,38,84,99.911,40
Azure,Southeast Asia,68,113,99.979,45
Azure,East US,25,46,99.948,64
GCP,us-east1,14,31,99.923,52
AWS,us-west-2,15,60,99.976,81
GCP,asia-east1,27,67,99.995,76
Azure,West Europe,10,39,99.994,66
AWS,us-east-1,66,99,99.913,40
AWS,ap-southeast-1,30,60,99.957,48
Azure,Southeast Asia,52,73,99.992,85
Azure,West Europe,65,100,99.952,86
AWS,eu-west-1,76,107,99.906,55
AWS,ap-south-1,23,33,99.917,48
AWS,eu-west-1,78,112,99.901,52
GCP,us-east1,31,71,99.981,42
Azure,East US,38,67,99.959,75
Azure,Australia East,30,63,99.984,55
AWS,us-east-1,29,42,99.972,43
AWS,us-west-2,60,91,99.957,61
GCP,europe-west1,51,69,99.957,57
AWS,eu-west-1,69,87,99.973,57
Azure,Central India,66,93,99.934,48
GCP,us-east1,63,104,99.988,85
GCP,asia-east1,52,70,99.935,86
Azure,Southeast Asia,26,54,99.972,75
GCP,us-central1,41,74,99.964,95
Azure,East US,42,75,99.926,78
AWS,us-west-2,21,33,99.99,59
AWS,ap-southeast-1,26,43,99.952,40
Azure,Southeast Asia,80,127,99.977,65
Azure,Southeast Asia,13,57,99.937,54
GCP,asia-east1,33,49,99.973,50
GCP,europe-west1,54,98,99.995,43
Azure,West Europe,74,104,99.979,44
GCP,us-central1,62,111,99.966,84
GCP,asia-east1,77,112,99.932,46
AWS,ap-southeast-1,23,49,99.974,72
GCP,us-east1,39,75,99.931,67
GCP,europe-west1,76,102,99.96,77
GCP,asia-east1,39,64,99.993,82
GCP,europe-west1,52,83,99.963,94
GCP,europe-west1,66,89,99.915,48
AWS,us-west-2,48,61,99.935,67
GCP,asia-east1,54,103,99.972,93
Azure,East US,56,75,99.969,72
AWS,us-east-1,24,69,99.982,73
Azure,West Europe,23,34,99.983,60
Azure,Central India,24,51,99.91,57
GCP,asia-east1,70,97,99.978,84
GCP,us-east1,53,78,99.905,46
Azure,East US,22,47,99.92,72
AWS,ap-south-1,72,112,99.945,41
AWS,ap-southeast-1,20,59,99.953,92
Azure,Southeast Asia,35,53,99.942,81
AWS,us-east-1,10,46,99.94,65
Azure,Central India,42,74,99.944,76
GCP,us-central1,27,52,99.902,87
AWS,eu-west-1,70,119,99.916,87
Azure,East US,30,66,99.997,42
AWS,ap-south-1,64,101,99.963,86
GCP,asia-south1,53,92,99.911,88
GCP,us-central1,70,106,99.908,52
AWS,ap-southeast-1,44,86,99.983,72
AWS,eu-west-1,56,95,99.926,44
AWS,eu-west-1,66,97,99.99,95
AWS,ap-south-1,43,80,99.958,79
GCP,asia-south1,41,56,99.982,92
Azure,Southeast Asia,56,85,99.983,72
GCP,asia-east1,38,59,99.967,41
AWS,eu-west-1,44,86,99.922,48
AWS,eu-west-1,41,81,99.955,86
Azure,West Europe,11,38,99.971,88
Azure,Australia East,75,91,99.937,79
GCP,asia-east1,35,78,99.945,89
AWS,us-west-2,50,75,99.988,42
Azure,East US,65,78,99.992,80
GCP,europe-west1,70,115,99.956,40
GCP,europe-west1,76,107,99.92,75
GCP,asia-east1,38,48,99.952,78
AWS,eu-west-1,64,100,99.919,57
Azure,West Europe,75,99,99.971,78
Azure,West Europe,25,37,99.995,40
GCP,us-east1,57,71,99.911,76
AWS,us-east-1,13,61,99.975,60
AWS,eu-west-1,26,37,99.904,74
GCP,asia-east1,36,57,99.962,42
AWS,us-east-1,62,82,99.971,51
AWS,ap-south-1,22,65,99.994,67
Azure,West Europe,55,96,99.987,71
AWS,ap-southeast-1,37,79,99.981,58
Azure,Australia East,80,125,99.937,52
Azure,West Europe,10,25,99.968,53
Azure,Central India,24,34,99.945,89
Azure,West Europe,47,85,99.928,61
Azure,Southeast Asia,68,104,99.904,94
GCP,asia-south1,42,91,99.986,56
GCP,asia-east1,39,78,99.998,40
GCP,asia-south1,10,49,99.998,60
Azure,East US,26,60,99.953,93
AWS,ap-south-1,33,81,99.944,70
AWS,us-west-2,24,59,99.908,82
GCP,asia-east1,50,87,99.957,50
AWS,us-east-1,69,104,99.973,46
GCP,us-central1,49,70,99.924,91
Azure,Australia East,27,76,99.964,53
Azure,East US,51,86,99.973,48
AWS,us-west-2,17,48,99.988,72
AWS,eu-west-1,67,80,99.919,61
Azure,Australia East,30,40,99.97,59
GCP,asia-south1,73,87,99.937,93
Azure,Central India,26,37,99.933,47
GCP,asia-south1,41,65,99.958,87
Azure,Australia East,68,82,99.964,92
GCP,us-central1,47,72,99.938,94
AWS,eu-west-1,36,85,99.963,88
AWS,us-west-2,22,61,99.91,60
Azure,Central India,68,106,99.928,71
Azure,Southeast Asia,45,82,99.953,50
Azure,Southeast Asia,30,43,99.974,73
GCP,asia-south1,32,56,99.904,73
AWS,us-east-1,37,83,99.989,47
Azure,Central India,11,55,99.939,69
AWS,ap-southeast-1,38,52,99.988,88
AWS,us-east-1,27,46,99.97,41
AWS,eu-west-1,44,91,99.933,83
AWS,ap-south-1,48,59,99.998,77
AWS,us-east-1,51,65,99.97,64
GCP,us-east1,76,87,99.922,94
GCP,europe-west1,41,66,99.996,63
GCP,asia-south1,50,74,99.964,54
AWS,ap-southeast-1,12,47,99.926,81
Azure,Central India,54,83,99.996,76
Azure,Central India,67,109,99.994,71
GCP,us-east1,76,113,99.98,59
AWS,us-east-1,59,100,99.946,46
AWS,ap-south-1,74,96,99.912,69
GCP,europe-west1,22,61,99.906,68
Azure,Australia East,62,88,99.963,77
AWS,us-east-1,10,45,99.941,47
AWS,us-west-2,71,81,99.911,91
AWS,ap-southeast-1,45,60,99.903,61
AWS,us-east-1,43,93,99.904,64
AWS,us-east-1,44,65,99.952,47
Azure,Australia East,50,91,99.928,74
GCP,asia-south1,28,47,99.954,67
Azure,West Europe,26,65,99.931,50
AWS,ap-southeast-1,67,91,99.937,47
GCP,asia-east1,44,76,99.952,57
GCP,europe-west1,10,24,99.976,68
GCP,asia-south1,13,24,99.943,93
GCP,asia-south1,23,46,99.937,78
Azure,East US,42,79,99.957,56
GCP,europe-west1,56,71,99.97,64
AWS,us-west-2,53,82,99.998,43
GCP,us-east1,69,84,99.953,71
AWS,ap-southeast-1,43,69,99.961,66
Azure,Southeast Asia,72,89,99.939,80
GCP,asia-east1,22,68,99.901,81
GCP,us-east1,32,73,99.933,40
GCP,asia-east1,67,97,99.971,89
GCP,asia-south1,50,70,99.979,95
AWS,ap-southeast-1,77,122,99.918,45
GCP,asia-east1,64,101,99.985,59
Azure,East US,40,70,99.993,88
AWS,eu-west-1,41,87,99.909,72
AWS,eu-west-1,21,53,99.96,91
Azure,Central India,38,76,99.929,79
GCP,us-central1,75,116,99.976,56
AWS,eu-west-1,19,68,99.958,61
GCP,asia-east1,22,49,99.925,69
AWS,ap-southeast-1,80,114,99.996,69
Azure,West Europe,50,63,99.914,52
AWS,ap-southeast-1,73,99,99.974,73
GCP,us-central1,73,94,99.912,49
GCP,us-east1,76,106,99.907,74
AWS,eu-west-1,37,54,99.904,49
AWS,ap-south-1,33,56,99.901,76
AWS,us-west-2,38,52,99.91,45
AWS,ap-south-1,30,62,99.963,70
AWS,us-east-1,32,76,99.99,82
Azure,West Europe,37,78,99.985,47
Azure,Central India,23,65,99.934,46
Azure,East US,47,66,99.936,70
AWS,ap-southeast-1,31,66,99.943,73
Azure,West Europe,41,55,99.926,48
GCP,us-east1,38,81,99.989,46
AWS,eu-west-1,74,96,99.992,42
GCP,us-central1,74,102,99.957,57
GCP,europe-west1,32,77,99.986,90
AWS,us-east-1,30,62,99.946,68
Azure,Southeast Asia,78,110,99.91,49
GCP,us-east1,24,71,99.942,73
Azure,West Europe,80,100,99.926,61
GCP,us-east1,17,35,99.952,67
Azure,West Europe,42,89,99.929,66
AWS,eu-west-1,23,46,99.959,71
Azure,East US,66,82,99.915,68
Azure,Australia East,12,51,99.969,41
AWS,ap-south-1,13,46,99.909,77
AWS,us-west-2,20,64,99.991,69
Azure,Central India,24,71,99.99,68
Azure,Central India,32,47,99.954,74
AWS,ap-south-1,22,68,99.943,88
AWS,ap-southeast-1,52,66,99.929,42
Azure,Central India,41,76,99.958,59
Azure,West Europe,72,86,99.915,85
Azure,Australia East,43,85,99.958,65
Azure,Southeast Asia,53,90,99.996,49
AWS,us-west-2,67,79,99.923,84
AWS,us-west-2,50,72,99.93,42
GCP,us-central1,70,114,99.941,90
GCP,europe-west1,59,82,99.908,54
AWS,us-west-2,62,73,99.98,67
GCP,asia-east1,66,103,99.958,89
Azure,Central India,66,86,99.962,63
GCP,asia-south1,12,34,99.948,76
Azure,Central India,16,47,99.918,42
GCP,asia-east1,49,78,99.912,52
AWS,us-east-1,57,75,99.99,87
GCP,asia-south1,41,90,99.953,81
GCP,us-east1,41,60,99.973,63
GCP,us-east1,31,62,99.956,65
Azure,Southeast Asia,43,83,99.949,62
GCP,us-central1,21,31,99.951,88
GCP,asia-east1,34,78,99.912,74
GCP,asia-south1,56,80,99.96,64
Azure,East US,11,57,99.96,52
GCP,europe-west1,77,120,99.942,53
GCP,us-east1,40,63,99.984,41
GCP,us-central1,35,54,99.949,74
GCP,us-east1,54,91,99.959,50
GCP,europe-west1,51,66,99.996,73
Azure,Southeast Asia,47,60,99.962,61
AWS,eu-west-1,15,28,99.936,40
GCP,asia-south1,71,88,99.986,55
GCP,us-east1,69,101,99.993,54
Azure,Australia East,11,22,99.973,88
GCP,europe-west1,34,68,99.929,58
AWS,ap-southeast-1,28,62,99.934,50
Azure,Central India,49,59,99.954,85
AWS,ap-south-1,50,96,99.942,69
AWS,us-west-2,21,48,99.915,75
AWS,us-east-1,45,90,99.962,57
GCP,europe-west1,56,80,99.91,57
AWS,eu-west-1,24,53,99.939,53
GCP,us-central1,56,70,99.961,82
Azure,West Europe,32,81,99.983,64
GCP,us-east1,62,90,99.95,46
GCP,asia-south1,41,69,99.968,48
GCP,asia-east1,74,119,99.916,56
GCP,asia-south1,20,52,99.977,69
AWS,us-west-2,40,88,99.905,40
Azure,Southeast Asia,28,52,99.914,49
GCP,us-east1,51,99,99.923,93
Azure,Southeast Asia,73,118,99.908,46
AWS,us-west-2,35,53,99.913,41
GCP,us-east1,69,102,99.961,81
GCP,us-east1,54,72,99.936,61
Azure,West Europe,35,74,99.941,81
GCP,us-east1,61,101,99.975,50
Azure,Australia East,47,81,99.996,60
GCP,asia-east1,23,65,99.991,61
AWS,ap-south-1,30,64,99.938,62
GCP,us-east1,78,91,99.967,77
GCP,us-east1,22,36,99.967,61
GCP,us-east1,42,76,99.965,79
Azure,Central India,53,79,99.984,95
AWS,us-east-1,30,60,99.938,79
Azure,East US,25,42,99.953,48
Azure,Central India,30,45,99.994,63
GCP,us-east1,49,67,99.98,77
AWS,eu-west-1,20,59,99.904,42
GCP,us-east1,25,60,99.905,48
GCP,us-central1,47,61,99.925,69
GCP,us-east1,55,89,99.999,60
Azure,Central India,16,59,99.901,60
Azure,Australia East,77,97,99.966,85
AWS,us-west-2,25,35,99.997,89
GCP,asia-east1,64,94,99.982,44
GCP,us-east1,26,70,99.963,48
Azure,West Europe,70,102,99.967,85
GCP,asia-east1,76,112,99.944,93
GCP,asia-east1,65,88,99.961,45
AWS,ap-south-1,14,48,99.968,93
Azure,East US,55,68,99.962,85
AWS,ap-southeast-1,24,56,99.934,61
AWS,eu-west-1,79,96,99.98,47
GCP,asia-east1,72,102,99.98,50
AWS,ap-southeast-1,61,77,99.976,91
Azure,Australia East,13,31,99.95,88
Azure,East US,57,72,99.965,42
GCP,europe-west1,35,56,99.98,45
AWS,us-west-2,28,66,99.961,84
AWS,eu-west-1,27,37,99.974,40
AWS,ap-south-1,38,64,99.926,63
GCP,us-central1,27,59,99.925,73
Azure,Central India,51,66,99.977,71
Azure,Central India,61,107,99.932,43
AWS,us-west-2,74,106,99.96,75
Azure,East US,30,49,99.901,49
AWS,ap-south-1,21,33,99.943,54
Azure,Australia East,18,45,99.995,94
Azure,East US,52,88,99.986,75
AWS,ap-south-1,34,45,99.93,69
GCP,asia-south1,26,38,99.916,69
GCP,europe-west1,12,32,99.938,66
Azure,East US,10,38,99.972,73
AWS,eu-west-1,38,87,99.953,50
AWS,eu-west-1,10,24,99.989,60
GCP,asia-south1,11,28,99.935,56
GCP,us-east1,10,57,99.928,40
GCP,us-east1,47,92,99.991,46
GCP,europe-west1,23,43,99.91,42
GCP,asia-east1,70,106,99.928,64
AWS,ap-southeast-1,70,104,99.943,75
GCP,us-east1,75,104,99.964,61
AWS,ap-south-1,29,70,99.957,70
AWS,us-west-2,62,95,99.929,49
AWS,us-west-2,31,75,99.984,44
Azure,Central India,54,98,99.987,86
Azure,Southeast Asia,62,106,99.979,40
AWS,eu-west-1,43,86,99.983,84
GCP,asia-east1,48,65,99.939,54
GCP,us-east1,15,43,99.965,70
AWS,us-east-1,28,46,99.971,77
Azure,Australia East,44,77,99.961,91
Azure,Southeast Asia,45,59,99.941,94
AWS,us-east-1,24,53,99.943,73
GCP,us-east1,23,66,99.944,93
Azure,East US,16,39,99.949,60
AWS,us-east-1,41,85,99.994,95
GCP,us-central1,34,50,99.959,93
GCP,us-central1,30,64,99.97,52
GCP,asia-east1,57,84,99.95,49
AWS,ap-south-1,51,65,99.969,95
GCP,asia-east1,27,45,99.951,70
AWS,ap-southeast-1,18,60,99.988,48
GCP,asia-east1,60,96,99.946,77
GCP,us-central1,72,94,99.993,76
Azure,Southeast Asia,54,90,99.901,88
GCP,us-central1,24,40,99.946,83
GCP,europe-west1,24,48,99.912,60
AWS,us-west-2,15,36,99.907,86
AWS,ap-southeast-1,29,42,99.971,54
Azure,Australia East,34,60,99.992,89
AWS,ap-southeast-1,80,130,99.989,58
Azure,Central India,76,96,99.944,61
AWS,us-west-2,12,33,99.939,54
AWS,ap-south-1,73,107,99.951,66
GCP,europe-west1,73,123,99.967,67
Azure,Central India,44,78,99.906,80
AWS,ap-south-1,14,31,99.968,61
AWS,eu-west-1,66,116,99.995,73
AWS,ap-southeast-1,18,49,99.97,95
Azure,Australia East,71,121,99.943,95
AWS,eu-west-1,20,54,99.985,63
AWS,us-east-1,54,65,99.973,79
AWS,ap-southeast-1,77,123,99.983,95
AWS,ap-southeast-1,71,120,99.901,71
Azure,Central India,69,94,99.987,52
GCP,asia-south1,54,97,99.929,93
GCP,us-east1,22,41,99.913,69
Azure,Southeast Asia,13,44,99.982,91
GCP,asia-east1,70,110,99.939,88
AWS,eu-west-1,12,28,99.927,51
AWS,ap-south-1,74,111,99.998,66
GCP,asia-east1,15,25,99.953,81
AWS,us-east-1,10,51,99.938,47
GCP,us-central1,14,48,99.965,65
Azure,East US,11,22,99.938,55
AWS,ap-south-1,14,42,99.922,89
Azure,Australia East,55,96,99.985,48
GCP,europe-west1,78,94,99.996,42
GCP,us-east1,48,91,99.945,74
AWS,eu-west-1,26,55,99.952,95
Azure,Australia East,50,70,99.927,59
GCP,us-central1,44,77,99.944,54
GCP,us-central1,14,49,99.982,52
GCP,asia-east1,80,99,99.992,47
GCP,asia-east1,59,88,99.915,81
Azure,Central India,70,104,99.975,43
GCP,europe-west1,21,71,99.967,94
Azure,Central India,58,79,99.991,47
Azure,West Europe,75,106,99.949,89
Azure,West Europe,53,74,99.902,72
AWS,us-east-1,15,37,99.973,43
Azure,Central India,34,50,99.996,72
Azure,Central India,58,68,99.986,77
GCP,asia-south1,72,84,99.948,68
Azure,Central India,78,105,99.974,73
Azure,West Europe,17,62,99.904,41
Azure,West Europe,58,92,99.978,56
AWS,us-west-2,12,52,99.949,63
GCP,asia-east1,79,120,99.916,41
Azure,West Europe,67,84,99.922,62
AWS,us-west-2,72,87,99.933,68
Azure,West Europe,68,91,99.935,57
AWS,us-east-1,33,43,99.946,76
Azure,East US,25,56,99.971,58
Azure,East US,11,46,99.989,59
Azure,Central India,37,79,99.948,72
GCP,us-central1,39,88,99.933,44
Azure,Southeast Asia,80,106,99.929,95
Azure,Southeast Asia,64,101,99.959,40
AWS,us-east-1,53,92,99.904,70
GCP,europe-west1,73,120,99.974,70
GCP,asia-south1,37,68,99.908,49
Azure,Southeast Asia,43,54,99.955,80
Azure,Australia East,34,59,99.996,42
GCP,asia-east1,31,74,99.923,63
AWS,ap-southeast-1,50,75,99.947,65
AWS,us-west-2,42,87,99.957,53
Azure,Australia East,52,75,99.951,59
GCP,asia-east1,60,97,99.931,85
GCP,us-central1,17,49,99.923,64
GCP,us-central1,68,85,99.915,83
Azure,East US,13,47,99.948,67
GCP,asia-south1,80,129,99.945,41
AWS,ap-south-1,53,96,99.993,51
GCP,us-east1,79,112,99.922,79
Azure,Australia East,71,121,99.973,81
GCP,europe-west1,60,108,99.921,67
Azure,Australia East,21,39,99.993,47
Azure,Central India,59,103,99.92,46
AWS,us-west-2,30,45,99.908,93
Azure,Central India,72,95,99.99,58
Azure,Australia East,13,59,99.98,54
AWS,us-west-2,11,59,99.979,78
GCP,us-east1,11,37,99.98,95
AWS,us-west-2,78,109,99.94,79
AWS,eu-west-1,30,74,99.92,86
Azure,Southeast Asia,75,88,99.967,74
GCP,europe-west1,61,94,99.947,75
GCP,asia-east1,24,59,99.958,79
GCP,us-east1,44,69,99.956,59
Azure,Australia East,21,61,99.917,85
GCP,us-central1,31,81,99.903,55
AWS,us-west-2,32,66,99.982,61
GCP,us-east1,51,83,99.982,49
GCP,us-central1,67,114,99.953,42
Azure,West Europe,18,62,99.943,44
AWS,ap-southeast-1,49,94,99.909,43
GCP,us-east1,62,94,99.905,62
Azure,Southeast Asia,63,80,99.934,65
GCP,us-central1,51,71,99.914,86
GCP,europe-west1,80,97,99.997,74
GCP,europe-west1,38,85,99.993,50
AWS,us-west-2,24,60,99.959,94
Azure,East US,52,76,99.97,49
Azure,Australia East,59,83,99.937,69
GCP,us-east1,49,65,99.959,40
AWS,ap-south-1,70,111,99.953,58
Azure,Southeast Asia,12,22,99.913,87
Azure,West Europe,24,64,99.913,85
GCP,europe-west1,70,83,99.982,74
Azure,Australia East,49,71,99.982,73
Azure,Australia East,48,93,99.939,51
Azure,Central India,49,97,99.904,61
Azure,East US,63,74,99.974,41
Azure,Australia East,70,83,99.946,40
GCP,europe-west1,41,91,99.921,71
AWS,eu-west-1,44,90,99.981,44
GCP,asia-south1,16,27,99.941,78
Azure,Southeast Asia,67,116,99.985,89
Azure,Central India,53,87,99.907,49
Azure,Central India,18,45,99.951,93
AWS,eu-west-1,18,42,99.942,91
Azure,West Europe,17,60,99.969,48
Azure,Southeast Asia,16,56,99.972,43
AWS,eu-west-1,77,92,99.973,75
GCP,asia-south1,59,102,99.97,63
GCP,us-central1,10,22,99.934,60
GCP,europe-west1,48,63,99.94,45
AWS,ap-southeast-1,42,79,99.969,62
Azure,West Europe,22,62,99.998,43
GCP,europe-west1,51,79,99.954,81
GCP,asia-south1,27,45,99.95,86
Azure,Southeast Asia,49,59,99.997,83
GCP,europe-west1,39,72,99.956,69
GCP,europe-west1,27,65,99.98,43
GCP,europe-west1,66,114,99.912,83
AWS,us-west-2,73,86,99.987,72
GCP,us-east1,43,89,99.923,78
GCP,us-central1,34,66,99.959,81
Azure,West Europe,35,66,99.989,63
Azure,Southeast Asia,49,66,99.98,69
AWS,ap-south-1,32,54,99.934,84
AWS,eu-west-1,21,60,99.922,84
GCP,asia-south1,34,62,99.927,52
GCP,us-central1,55,91,99.985,87
GCP,asia-east1,51,92,99.936,88
Azure,East US,44,77,99.977,45
GCP,us-east1,18,45,99.964,48
GCP,asia-east1,73,116,99.993,41
GCP,asia-south1,68,92,99.989,95
GCP,europe-west1,49,92,99.94,64
AWS,ap-southeast-1,46,58,99.911,86
Azure,Central India,59,88,99.959,57
AWS,us-west-2,65,109,99.909,40
Azure,Southeast Asia,66,112,99.965,93
GCP,us-central1,70,93,99.929,74
Azure,Southeast Asia,43,67,99.988,60
Azure,West Europe,39,69,99.983,76
GCP,asia-south1,68,90,99.977,62
GCP,us-central1,73,95,99.956,93
Azure,Australia East,16,63,99.911,76
GCP,us-central1,58,97,99.934,77
AWS,ap-southeast-1,67,115,99.913,59
AWS,us-east-1,36,83,99.99,59
AWS,ap-southeast-1,15,30,99.938,92
GCP,us-east1,21,66,99.934,62
GCP,asia-east1,34,65,99.936,71
GCP,us-east1,54,77,99.936,40
Azure,West Europe,12,43,99.977,86
GCP,us-east1,19,39,99.963,71
GCP,europe-west1,37,58,99.973,94
Azure,East US,39,76,99.967,79
AWS,us-east-1,32,70,99.97,54
Azure,Central India,11,38,99.916,88
Azure,West Europe,52,96,99.997,67
AWS,ap-southeast-1,36,71,99.984,92
GCP,asia-east1,13,53,99.957,69
GCP,europe-west1,45,71,99.99,67
Azure,Southeast Asia,29,63,99.975,74
Azure,Australia East,30,44,99.971,62
Azure,Central India,77,120,99.991,81
Azure,West Europe,49,89,99.944,82
Azure,West Europe,25,57,99.941,88
Azure,East US,11,25,99.981,67
AWS,ap-south-1,36,86,99.929,86
Azure,East US,27,64,99.977,84
Azure,West Europe,16,38,99.974,61
GCP,asia-south1,46,89,99.927,40
Azure,Southeast Asia,14,26,99.971,54
Azure,East US,48,69,99.951,76
GCP,europe-west1,41,54,99.94,60
AWS,us-east-1,14,63,99.983,59
